"TOA5","USL_MET_IP","CR1000","81651","CR1000.Std.30.01","CPU:Met1000_line797_rainMET.CR1","7226","MetLog"
"TIMESTAMP","RECORD","Event","Details"
"TS","RN","",""
"","","Smp","Smp"
"2017-05-25 09:59:50",279,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 10:14:30",280,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 10:14:50",281,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 10:29:30",282,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 10:29:50",283,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 10:44:30",284,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 10:44:50",285,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 10:59:30",286,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 10:59:50",287,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 11:14:30",288,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 11:14:50",289,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 11:29:30",290,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 11:29:50",291,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 11:44:30",292,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 11:44:50",293,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 11:59:30",294,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 11:59:50",295,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 12:14:30",296,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 12:14:50",297,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 12:29:30",298,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 12:29:50",299,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 12:44:30",300,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 12:44:50",301,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 12:59:30",302,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 12:59:50",303,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 13:14:30",304,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 13:14:50",305,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 13:29:30",306,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 13:29:50",307,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 13:44:30",308,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 13:44:50",309,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 13:59:30",310,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 13:59:50",311,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 14:14:30",312,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 14:14:50",313,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 14:29:30",314,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 14:29:50",315,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 14:44:30",316,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 14:44:50",317,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 14:59:30",318,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 14:59:50",319,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 15:14:30",320,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 15:14:50",321,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
"2017-05-25 15:29:30",322,"Reseting Modbus Registers 74 to 80 with value(32766).","Offset(74); howMany(7); value(32766)"
"2017-05-25 15:29:50",323,"Reseting Modbus Registers 74 to 80 with value(32767).","Offset(74); howMany(7); value(32767)"
